"slug","title","year","director","runtime","imdb","tmdb","times_picked","imdb_url","lb_url"
"downpour-1972","Downpour","1972","Bahram Beyzai","130","tt0067649","134346","3","https://www.imdb.com/title/tt0067649/","https://letterboxd.com/film/downpour-1972/"
"elsa-the-rose","Elsa the Rose","1966","Agnès Varda","20","tt0781365","186361","4","https://www.imdb.com/title/tt0781365/","https://letterboxd.com/film/elsa-the-rose/"
"cronos","Cronos","1992","Guillermo del Toro","94","tt0104029","11655","3","https://www.imdb.com/title/tt0104029/","https://letterboxd.com/film/cronos/"
"the-unknown","The Unknown","1927","Tod Browning","68","tt0018528","27503","4","https://www.imdb.com/title/tt0018528/","https://letterboxd.com/film/the-unknown/"
"love-is-colder-than-death","Love Is Colder Than Death","1969","Rainer Werner Fassbinder","88","tt0064588","12482","2","https://www.imdb.com/title/tt0064588/","https://letterboxd.com/film/love-is-colder-than-death/"
"the-horses-mouth","The Horse's Mouth","1958","Ronald Neame","95","tt0051739","43139","3","https://www.imdb.com/title/tt0051739/","https://letterboxd.com/film/the-horses-mouth/"
"faces-places","Faces Places","2017","Agnès Varda, JR","94","tt5598102","451995","24","https://www.imdb.com/title/tt5598102/","https://letterboxd.com/film/faces-places/"
"in-the-realm-of-the-senses","In the Realm of the Senses","1976","Nagisa Ōshima","105","tt0074102","5879","1","https://www.imdb.com/title/tt0074102/","https://letterboxd.com/film/in-the-realm-of-the-senses/"
"all-these-women","All These Women","1964","Ingmar Bergman","77","tt0058124","96118","12","https://www.imdb.com/title/tt0058124/","https://letterboxd.com/film/all-these-women/"
"badlands","Badlands","1973","Terrence Malick","94","tt0069762","3133","10","https://www.imdb.com/title/tt0069762/","https://letterboxd.com/film/badlands/"
"the-firemens-ball","The Firemen's Ball","1967","Miloš Forman","73","tt0061781","38442","2","https://www.imdb.com/title/tt0061781/","https://letterboxd.com/film/the-firemens-ball/"
"the-last-wave","The Last Wave","1977","Peter Weir","106","tt0076299","72277","2","https://www.imdb.com/title/tt0076299/","https://letterboxd.com/film/the-last-wave/"
"a-story-from-chikamatsu","A Story from Chikamatsu","1954","Kenji Mizoguchi","102","tt0046851","35861","1","https://www.imdb.com/title/tt0046851/","https://letterboxd.com/film/a-story-from-chikamatsu/"
"night-and-the-city","Night and the City","1950","Jules Dassin","95","tt0042788","19119","1","https://www.imdb.com/title/tt0042788/","https://letterboxd.com/film/night-and-the-city/"
"destroy-all-monsters","Destroy All Monsters","1968","Ishirō Honda","89","tt0063172","3107","9","https://www.imdb.com/title/tt0063172/","https://letterboxd.com/film/destroy-all-monsters/"
"la-verite-1960","The Truth","1960","Henri-Georges Clouzot","127","tt0054452","61711","1","https://www.imdb.com/title/tt0054452/","https://letterboxd.com/film/la-verite-1960/"
"moonlight-2016","Moonlight","2016","Barry Jenkins","111","tt4975722","376867","1","https://www.imdb.com/title/tt4975722/","https://letterboxd.com/film/moonlight-2016/"
"memory-for-max-claire-ida-and-company","Memory for Max, Claire, Ida and Company","2005","Allan King","112","tt0478000","86752","6","https://www.imdb.com/title/tt0478000/","https://letterboxd.com/film/memory-for-max-claire-ida-and-company/"
"uncut-gems","Uncut Gems","2019","Josh Safdie, Benny Safdie","136","tt5727208","473033","8","https://www.imdb.com/title/tt5727208/","https://letterboxd.com/film/uncut-gems/"
"bottle-rocket-1996","Bottle Rocket","1996","Wes Anderson","91","tt0115734","13685","11","https://www.imdb.com/title/tt0115734/","https://letterboxd.com/film/bottle-rocket-1996/"
"patterns-1955","Patterns","1955","Fielder Cook","53","tt0622424","979959","1","https://www.imdb.com/title/tt0622424/","https://letterboxd.com/film/patterns-1955/"
"liquid-crystals","Liquid Crystals","1978","Jean Painlevé","6","tt1441254","146815","1","https://www.imdb.com/title/tt1441254/","https://letterboxd.com/film/liquid-crystals/"
"the-naked-city","The Naked City","1948","Jules Dassin","96","tt0040636","20482","2","https://www.imdb.com/title/tt0040636/","https://letterboxd.com/film/the-naked-city/"
"the-american-friend","The American Friend","1977","Wim Wenders","125","tt0075675","11222","2","https://www.imdb.com/title/tt0075675/","https://letterboxd.com/film/the-american-friend/"
"performance","Performance","1970","Nicolas Roeg, Donald Cammell","106","tt0066214","26606","1","https://www.imdb.com/title/tt0066214/","https://letterboxd.com/film/performance/"
"gloria-1979","Gloria!","1979","Hollis Frampton","10","tt2186791","147168","1","https://www.imdb.com/title/tt2186791/","https://letterboxd.com/film/gloria-1979/"
"spaceman-2024","Spaceman","2024","Johan Renck","108","tt11097384","636706","1","https://www.imdb.com/title/tt11097384/","https://letterboxd.com/film/spaceman-2024/"
"control-2007","Control","2007","Anton Corbijn","122","tt0421082","5708","1","https://www.imdb.com/title/tt0421082/","https://letterboxd.com/film/control-2007/"
"persian-series-1","Persian Series #1","1999","Stan Brakhage","2","tt0280017","385623","3","https://www.imdb.com/title/tt0280017/","https://letterboxd.com/film/persian-series-1/"
"the-umbrellas-of-cherbourg","The Umbrellas of Cherbourg","1964","Jacques Demy","93","tt0058450","5967","8","https://www.imdb.com/title/tt0058450/","https://letterboxd.com/film/the-umbrellas-of-cherbourg/"
"rage-net","Rage Net","1988","Stan Brakhage","","tt0095950","126200","3","https://www.imdb.com/title/tt0095950/","https://letterboxd.com/film/rage-net/"
"how-some-jellyfish-are-born","How Some Jellyfish Are Born","1960","Jean Painlevé, Geneviève Hamon","14","tt0129836","117594","1","https://www.imdb.com/title/tt0129836/","https://letterboxd.com/film/how-some-jellyfish-are-born/"
"toni","Toni","1935","Jean Renoir","84","tt0025898","51949","1","https://www.imdb.com/title/tt0025898/","https://letterboxd.com/film/toni/"
"macbeth-1971","Macbeth","1971","Roman Polanski","141","tt0067372","11316","3","https://www.imdb.com/title/tt0067372/","https://letterboxd.com/film/macbeth-1971/"
"the-american-soldier","The American Soldier","1970","Rainer Werner Fassbinder","80","tt0065391","48267","2","https://www.imdb.com/title/tt0065391/","https://letterboxd.com/film/the-american-soldier/"
"asteroid-city","Asteroid City","2023","Wes Anderson","105","tt14230388","747188","1","https://www.imdb.com/title/tt14230388/","https://letterboxd.com/film/asteroid-city/"
"demon-pond-1979","Demon Pond","1979","Masahiro Shinoda","124","tt0079041","117215","1","https://www.imdb.com/title/tt0079041/","https://letterboxd.com/film/demon-pond-1979/"
"american-fiction","American Fiction","2023","Cord Jefferson","117","tt23561236","1056360","1","https://www.imdb.com/title/tt23561236/","https://letterboxd.com/film/american-fiction/"
"harakiri","Harakiri","1962","Masaki Kobayashi","135","tt0056058","14537","3","https://www.imdb.com/title/tt0056058/","https://letterboxd.com/film/harakiri/"
"colossal-youth","Colossal Youth","2006","Pedro Costa","155","tt0460480","82404","1","https://www.imdb.com/title/tt0460480/","https://letterboxd.com/film/colossal-youth/"
"garlic-is-as-good-as-ten-mothers","Garlic Is as Good as Ten Mothers","1980","Les Blank","51","tt0080776","85642","5","https://www.imdb.com/title/tt0080776/","https://letterboxd.com/film/garlic-is-as-good-as-ten-mothers/"
"plan-75-2022","Plan 75","2022","Chie Hayakawa","113","tt19719904","958487","1","https://www.imdb.com/title/tt19719904/","https://letterboxd.com/film/plan-75-2022/"
"joyce-at-34","Joyce at 34","1972","Joyce Chopra, Claudia Weill","28","tt1503716","255734","1","https://www.imdb.com/title/tt1503716/","https://letterboxd.com/film/joyce-at-34/"
"the-friends-of-eddie-coyle","The Friends of Eddie Coyle","1973","Peter Yates","102","tt0070077","25680","5","https://www.imdb.com/title/tt0070077/","https://letterboxd.com/film/the-friends-of-eddie-coyle/"
"phantom-thread","Phantom Thread","2017","Paul Thomas Anderson","130","tt5776858","400617","1","https://www.imdb.com/title/tt5776858/","https://letterboxd.com/film/phantom-thread/"
"ydessa-the-bears-and-etc","Ydessa, the Bears and etc.","2004","Agnès Varda","44","tt0423559","283514","4","https://www.imdb.com/title/tt0423559/","https://letterboxd.com/film/ydessa-the-bears-and-etc/"
"the-young-girls-of-rochefort","The Young Girls of Rochefort","1967","Jacques Demy","126","tt0062873","2433","6","https://www.imdb.com/title/tt0062873/","https://letterboxd.com/film/the-young-girls-of-rochefort/"
"the-blues-accordin-to-lightnin-hopkins","The Blues Accordin' to Lightnin' Hopkins","1968","Les Blank, Skip Gerson","31","tt0064099","185181","5","https://www.imdb.com/title/tt0064099/","https://letterboxd.com/film/the-blues-accordin-to-lightnin-hopkins/"
"the-iron-claw-2023","The Iron Claw","2023","Sean Durkin","133","tt21064584","850165","1","https://www.imdb.com/title/tt21064584/","https://letterboxd.com/film/the-iron-claw-2023/"
"we-the-animals","We the Animals","2018","Jeremiah Zagar","93","tt7681824","490000","1","https://www.imdb.com/title/tt7681824/","https://letterboxd.com/film/we-the-animals/"
"infernal-affairs-iii","Infernal Affairs III","2003","Alan Mak Siu-Fai, Andrew Lau Wai-Keung","118","tt0374339","14310","2","https://www.imdb.com/title/tt0374339/","https://letterboxd.com/film/infernal-affairs-iii/"
"the-big-risk","The Big Risk","1960","Claude Sautet","110","tt0052698","34145","1","https://www.imdb.com/title/tt0052698/","https://letterboxd.com/film/the-big-risk/"
"fishing-with-john","Fishing with John","1991","John Lurie","149","tt0139776","","3","https://www.imdb.com/title/tt0139776/","https://letterboxd.com/film/fishing-with-john/"
"missing","Missing","1982","Costa-Gavras","123","tt0084335","15600","1","https://www.imdb.com/title/tt0084335/","https://letterboxd.com/film/missing/"
"this-is-spinal-tap","This Is Spinal Tap","1984","Rob Reiner","82","tt0088258","11031","3","https://www.imdb.com/title/tt0088258/","https://letterboxd.com/film/this-is-spinal-tap/"
"lavventura","L'Avventura","1960","Michelangelo Antonioni","144","tt0053619","5165","7","https://www.imdb.com/title/tt0053619/","https://letterboxd.com/film/lavventura/"
"el-sur","El Sur","1983","Víctor Erice","94","tt0084740","48139","2","https://www.imdb.com/title/tt0084740/","https://letterboxd.com/film/el-sur/"
"speedy","Speedy","1928","Ted Wilde","86","tt0019412","22595","2","https://www.imdb.com/title/tt0019412/","https://letterboxd.com/film/speedy/"
"arsenic-and-old-lace","Arsenic and Old Lace","1944","Frank Capra","118","tt0036613","212","1","https://www.imdb.com/title/tt0036613/","https://letterboxd.com/film/arsenic-and-old-lace/"
"the-beloved-child-or-i-play-at-being-a-married-woman","The Beloved Child, or I Play at Being a Married Woman","1971","Chantal Akerman","35","tt0067053","415922","8","https://www.imdb.com/title/tt0067053/","https://letterboxd.com/film/the-beloved-child-or-i-play-at-being-a-married-woman/"
"maitresse","Maîtresse","1976","Barbet Schroeder","112","tt0074883","46978","1","https://www.imdb.com/title/tt0074883/","https://letterboxd.com/film/maitresse/"
"deep-crimson","Deep Crimson","1996","Arturo Ripstein","111","tt0117394","47007","1","https://www.imdb.com/title/tt0117394/","https://letterboxd.com/film/deep-crimson/"
"the-times-of-harvey-milk","The Times of Harvey Milk","1984","Rob Epstein","90","tt0088275","33138","1","https://www.imdb.com/title/tt0088275/","https://letterboxd.com/film/the-times-of-harvey-milk/"
"paper-moon","Paper Moon","1973","Peter Bogdanovich","102","tt0070510","11293","5","https://www.imdb.com/title/tt0070510/","https://letterboxd.com/film/paper-moon/"
"eraserhead","Eraserhead","1977","David Lynch","89","tt0074486","985","11","https://www.imdb.com/title/tt0074486/","https://letterboxd.com/film/eraserhead/"
"godland","Godland","2022","Hlynur Pálmason","143","tt19623228","960206","2","https://www.imdb.com/title/tt19623228/","https://letterboxd.com/film/godland/"
"my-dinner-with-andre","My Dinner with Andre","1981","Louis Malle","112","tt0082783","25468","5","https://www.imdb.com/title/tt0082783/","https://letterboxd.com/film/my-dinner-with-andre/"
"mr-klein","Mr. Klein","1976","Joseph Losey","123","tt0074916","58925","2","https://www.imdb.com/title/tt0074916/","https://letterboxd.com/film/mr-klein/"
"grey-gardens","Grey Gardens","1975","Muffie Meyer, David Maysles, Ellen Giffard, Albert Maysles","95","tt0073076","17346","9","https://www.imdb.com/title/tt0073076/","https://letterboxd.com/film/grey-gardens/"
"leningrad-cowboys-go-america","Leningrad Cowboys Go America","1989","Aki Kaurismäki","79","tt0097728","11475","2","https://www.imdb.com/title/tt0097728/","https://letterboxd.com/film/leningrad-cowboys-go-america/"
"killers-kiss","Killer's Kiss","1955","Stanley Kubrick","68","tt0048254","10056","1","https://www.imdb.com/title/tt0048254/","https://letterboxd.com/film/killers-kiss/"
"the-great-escape","The Great Escape","1963","John Sturges","173","tt0057115","5925","5","https://www.imdb.com/title/tt0057115/","https://letterboxd.com/film/the-great-escape/"
"pictures-of-ghosts","Pictures of Ghosts","2023","Kleber Mendonça Filho","93","tt27502227","1112548","1","https://www.imdb.com/title/tt27502227/","https://letterboxd.com/film/pictures-of-ghosts/"
"after-hours","After Hours","1985","Martin Scorsese","97","tt0088680","10843","5","https://www.imdb.com/title/tt0088680/","https://letterboxd.com/film/after-hours/"
"ossos","Ossos","1997","Pedro Costa","97","tt0119844","55700","1","https://www.imdb.com/title/tt0119844/","https://letterboxd.com/film/ossos/"
"the-devils-backbone","The Devil's Backbone","2001","Guillermo del Toro","108","tt0256009","1433","5","https://www.imdb.com/title/tt0256009/","https://letterboxd.com/film/the-devils-backbone/"
"lovers-rock-2020","Lovers Rock","2020","Steve McQueen","70","tt10551102","1016041","2","https://www.imdb.com/title/tt10551102/","https://letterboxd.com/film/lovers-rock-2020/"
"night-moves","Night Moves","1975","Arthur Penn","100","tt0073453","32042","1","https://www.imdb.com/title/tt0073453/","https://letterboxd.com/film/night-moves/"
"routine-pleasures","Routine Pleasures","1986","Jean-Pierre Gorin","81","tt0274069","84672","3","https://www.imdb.com/title/tt0274069/","https://letterboxd.com/film/routine-pleasures/"
"the-lady-eve","The Lady Eve","1941","Preston Sturges","97","tt0033804","3086","5","https://www.imdb.com/title/tt0033804/","https://letterboxd.com/film/the-lady-eve/"
"crazed-fruit","Crazed Fruit","1956","Kō Nakahira","86","tt0160440","86664","1","https://www.imdb.com/title/tt0160440/","https://letterboxd.com/film/crazed-fruit/"
"yggdrasill-whose-roots-are-stars-in-the-human-mind","Yggdrasill: Whose Roots Are Stars in the Human Mind","1997","Stan Brakhage","17","tt0282269","164609","3","https://www.imdb.com/title/tt0282269/","https://letterboxd.com/film/yggdrasill-whose-roots-are-stars-in-the-human-mind/"
"a-dry-white-season","A Dry White Season","1989","Euzhan Palcy","107","tt0097243","32075","2","https://www.imdb.com/title/tt0097243/","https://letterboxd.com/film/a-dry-white-season/"
"the-spy-who-came-in-from-the-cold","The Spy Who Came In from the Cold","1965","Martin Ritt","112","tt0059749","13580","3","https://www.imdb.com/title/tt0059749/","https://letterboxd.com/film/the-spy-who-came-in-from-the-cold/"
"young-torless","Young Törless","1966","Volker Schlöndorff","87","tt0060574","45694","1","https://www.imdb.com/title/tt0060574/","https://letterboxd.com/film/young-torless/"
"the-river","The River","1951","Jean Renoir","99","tt0043972","45218","1","https://www.imdb.com/title/tt0043972/","https://letterboxd.com/film/the-river/"
